generic_name,cns_drug,smiles
Reserpine,False,[H][C@]12C[C@@H](OC(=O)C3=CC(OC)=C(OC)C(OC)=C3)[C@H](OC)[C@@H](C(=O)OC)[C@@]1([H])C[C@@]1([H])N(CCC3=C1NC1=C3C=CC(OC)=C1)C2
Retapamulin,False,C[C@@H]1CC[C@@]23CCC(=O)[C@H]2[C@]1(C)[C@@H](C[C@@](C)(C=C)[C@@H](O)[C@@H]3C)OC(=O)CSC1C[C@@H]2CC[C@H](C1)N2C
Ribavirin,False,NC(=O)C1=NN(C=N1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
Riboflavin,False,CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1
Ridogrel,False,OC(=O)CCCCO\N=C(\C1=CN=CC=C1)C1=CC(=CC=C1)C(F)(F)F
Rifabutin,False,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(=O)C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)=C1NC3(CCN(CC3)CC(C)C)N=C21
Rifampin,False,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(O)C(\C=N\N4CCN(C)CC4)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C(O)=C2C(O)=C3C
Rifapentine,False,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(O)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C(\C=N\N1CCN(CC1)C1CCCC1)=C2O
Rifaximin,False,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C)C(O)=C4C(O)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C1=C(N=C5C=C(C)C=CN15)C4=C3C2=O
Rilpivirine,False,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1
Riluzole,True,NC1=NC2=C(S1)C=C(OC(F)(F)F)C=C2
Rimantadine,False,CC(N)C12CC3CC(CC(C3)C1)C2
Rimexolone,False,CCC(=O)[C@@]1(C)[C@H](C)CC2C3CCC4=CC(=O)C=C[C@]4(C)C3[C@@H](O)C[C@]12C
Rimonabant,False,CC1=C(N(N=C1C(=O)NN1CCCCC1)C1=C(Cl)C=C(Cl)C=C1)C1=CC=C(Cl)C=C1
Risedronate,False,OC(CC1=CN=CC=C1)(P(O)(O)=O)P(O)(O)=O
Risperidone,True,CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCCC2=N1
Ritodrine,False,C[C@H](NCCC1=CC=C(O)C=C1)[C@H](O)C1=CC=C(O)C=C1
Ritonavir,False,CC(C)[C@H](NC(=O)N(C)CC1=CSC(=N1)C(C)C)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)OCC1=CN=CS1)CC1=CC=CC=C1
Rivaroxaban,False,ClC1=CC=C(S1)C(=O)NC[C@H]1CN(C(=O)O1)C1=CC=C(C=C1)N1CCOCC1=O
Rivastigmine,True,CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C
Rizatriptan,True,CN(C)CCC1=CNC2=C1C=C(CN1C=NC=N1)C=C2
Rocuronium,False,[H][C@@]12C[C@@H]([C@H](OC(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](O)[C@H](C[C@]12C)N1CCOCC1)[N+]1(CC=C)CCCC1
Roflumilast,False,FC(F)OC1=C(OCC2CC2)C=C(C=C1)C(=O)NC1=C(Cl)C=NC=C1Cl
Rolitetracycline,False,[H][C@@]12C[C@@]3([H])C(C(=O)C4=C(O)C=CC=C4[C@@]3(C)O)=C(O)[C@]1(O)C(=O)C(C(=O)NCN1CCCC1)=C(O)[C@H]2N(C)C
Ropinirole,True,CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1
Ropivacaine,False,CCCN1CCCC[C@H]1C(=O)NC1=C(C)C=CC=C1C
Rosiglitazone,False,CN(CCOC1=CC=C(CC2SC(=O)NC2=O)C=C1)C1=CC=CC=N1
Rosoxacin,False,CCN1C=C(C(O)=O)C(=O)C2=C1C=C(C=C2)C1=CC=NC=C1
Rosuvastatin,False,CC(C)C1=NC(=NC(C2=CC=C(F)C=C2)=C1\C=C\[C@@H](O)C[C@@H](O)CC(=O)O)N(C)S(C)(=O)=O
Rotigotine,True,CCCN(CCC1=CC=CS1)C1CCC2=C(C1)C=CC=C2O
Roxatidine acetate,False,CC(=O)OCC(=O)NCCCOC1=CC=CC(CN2CCCCC2)=C1
Roxithromycin,False,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)C(=NOCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O
Rufinamide,True,NC(=O)C1=CN(CC2=C(F)C=CC=C2F)N=N1
Ruxolitinib,False,N#CC[C@H](C1CCCC1)N1C=C(C=N1)C1=C2C=CNC2=NC=N1
S-Adenosylmethionine,False,C[S+](CC[C@H](N)C(O)=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C(N)N=CN=C12
Salbutamol,False,CC(C)(C)NCC(O)C1=CC(CO)=C(O)C=C1
Salicyclic acid,False,OC(=O)C1=CC=CC=C1O
Salicylamide,False,NC(=O)C1=CC=CC=C1O
Salicylate-sodium,False,[Na+].OC1=CC=CC=C1C([O-])=O
Salmeterol,False,OCC1=C(O)C=CC(=C1)C(O)CNCCCCCCOCCCCC1=CC=CC=C1
Salsalate,True,OC(=O)C1=CC=CC=C1OC(=O)C1=CC=CC=C1O
Saprisartan,False,CCC1=NC(C2CC2)=C(N1CC1=CC2=C(OC(=C2Br)C2=CC=CC=C2NS(=O)(=O)C(F)(F)F)C=C1)C(N)=O
Saquinavir,False,CC(C)(C)NC(=O)[C@@H]1CC2CCCCC2CN1C[C@@H](O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(N)=O)NC(=O)C1=NC2=CC=CC=C2C=C1
Saxagliptin,False,N[C@H](C(=O)N1[C@H]2C[C@H]2C[C@H]1C#N)C12CC3CC(CC(O)(C3)C1)C2
Scopolamine,False,CN1[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@H](CO)C1=CC=CC=C1
Secobarbital,False,CCCC(C)C1(CC=C)C(=O)NC(=O)NC1=O
Selegiline,True,CC(CC1=CC=CC=C1)N(C)CC#C
Selenium Sulfide,False,S=[Se]
Sertaconazole,False,ClC1=CC(Cl)=C(C=C1)C(CN1C=CN=C1)OCC1=CSC2=C1C=CC=C2Cl
Sertindole,False,FC1=CC=C(C=C1)N1C=C(C2CCN(CCN3CCNC3=O)CC2)C2=C1C=CC(Cl)=C2
Sertraline,True,CN[C@H]1CC[C@@H](C2=CC(Cl)=C(Cl)C=C2)C2=CC=CC=C12
Sevelamer,False,NCC=C.ClCC1CO1
Sevoflurane,False,FCOC(C(F)(F)F)C(F)(F)F
Sibutramine,False,CC(C)CC(N(C)C)C1(CCC1)C1=CC=C(Cl)C=C1
Sildenafil,False,CCCC1=NN(C)C2=C1NC(=NC2=O)C1=C(OCC)C=CC(=C1)S(=O)(=O)N1CCN(C)CC1
Silodosin,False,C[C@H](CC1=CC2=C(N(CCCO)CC2)C(=C1)C(N)=O)NCCOC1=CC=CC=C1OCC(F)(F)F
Silver sulfadiazine,False,[Ag+].NC1=CC=C(C=C1)S(=O)(=O)[N-]C1=NC=CC=N1
Simvastatin,False,[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)C(C)(C)CC
Sirolimus,False,[H][C@@]1(C[C@H](C)[C@]2([H])CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@]3([H])CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@@]3([H])C(=O)O2)OC)CC[C@@H](O)[C@@H](C1)OC
Sitagliptin,False,N[C@@H](CC(=O)N1CCN2C(C1)=NN=C2C(F)(F)F)CC1=CC(F)=C(F)C=C1F
Sitaxentan,False,CC1=NOC(NS(=O)(=O)C2=C(SC=C2)C(=O)CC2=CC3=C(OCO3)C=C2C)=C1Cl
Sodium bicarbonate,False,[Na+].OC([O-])=O
Sodium lauryl sulfate,False,[Na+].CCCCCCCCCCCCOS([O-])(=O)=O
Sodium stibogluconate,False,O.O.O.O.O.O.O.O.O.[Na+].[Na+].[Na+].[H][C@@]1(O[Sb]2(O)(O[Sb]34([O-])O[C@@H](C([O-])=O)[C@@]([H])(O3)[C@]([H])(O4)[C@H](O)CO)O[C@@H](C([O-])=O)[C@@]1([H])O2)[C@H](O)CO
Sodium Tetradecyl Sulfate,False,CCCCCCCCCCCCCCOS(O)(=O)=O
Solifenacin,True,OC(=O)CCC(O)=O.O=C(O[C@H]1CN2CCC1CC2)N1CCC2=CC=CC=C2[C@@H]1C1=CC=CC=C1
Sorafenib,False,CNC(=O)C1=NC=CC(OC2=CC=C(NC(=O)NC3=CC(=C(Cl)C=C3)C(F)(F)F)C=C2)=C1
Sotalol,False,CC(C)NCC(O)C1=CC=C(NS(C)(=O)=O)C=C1
Spaglumic Acid,False,CC(=O)N[C@@H](CC(=O)N[C@H](CCC(O)=O)C(O)=O)C(O)=O
Sparfloxacin,False,C[C@H]1CN(C[C@@H](C)N1)C1=C(F)C(N)=C2C(=O)C(=CN(C3CC3)C2=C1F)C(O)=O
Spectinomycin,False,[H][C@@]12O[C@H](C)CC(=O)[C@]1(O)O[C@]1([H])[C@@H](NC)[C@@H](O)[C@@H](NC)[C@H](O)[C@@]1([H])O2
Spermine,False,NCCCNCCCCNCCCN
Spinosad,False,CC[C@H]1CCC[C@H](O[C@H]2CC[C@@H]([C@@H](C)O2)N(C)C)[C@@H](C)C(=O)C2=C[C@H]3[C@@H]4C[C@@H](C[C@H]4C=C[C@H]3[C@@H]2CC(=O)O1)O[C@@H]1C[C@@H](C)[C@H](OC)[C@@H](OC)[C@H]1OC
Spirapril,False,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(O)=O)SCCS2
Spironolactone,False,[H][C@@]12CC[C@@]3(CCC(=O)O3)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@@]([H])(CC2=CC(=O)CC[C@]12C)SC(C)=O
Stanozolol,False,CC1(O)CCC2C3CCC4CC5=NNC=C5CC4(C)C3CCC12C
Stavudine,False,CC1=CN([C@@H]2O[C@H](CO)C=C2)C(=O)NC1=O
Stepronin,False,CC(SC(=O)C1=CC=CS1)C(=O)NCC(O)=O
Streptomycin,False,CN[C@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@H]1O[C@H]1[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](NC(N)=N)[C@@H](O)[C@@H]2NC(N)=N)O[C@@H](C)[C@]1(O)C=O
Streptozocin,False,CN(N=O)C(=O)N[C@H]1[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O
Succimer,False,OC(=O)C(S)C(S)C(O)=O
Succinic acid,False,OC(=O)CCC(O)=O
Succinylcholine,False,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C
Sucralfate,False,O[Al](O)OS(=O)(=O)OC[C@H]1O[C@@H](O[C@]2(COS(=O)(=O)O[Al](O)O)O[C@H](OS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@@H]2OS(=O)(=O)O[Al](O)O)[C@H](OS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@@H]1OS(=O)(=O)O[Al](O)O
Sufentanil,True,CCC(=O)N(C1=CC=CC=C1)C1(COC)CCN(CCC2=CC=CS2)CC1
Sulfacetamide,False,CC(=O)NS(=O)(=O)C1=CC=C(N)C=C1
Sulfacytine,False,CCN1C=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NC1=O
Sulfadiazine,False,NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=N1
Sulfadimethoxine,False,COC1=NC(OC)=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1
Sulfadoxine,False,COC1=NC=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1OC
Sulfamerazine,False,CC1=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=NC=C1
Sulfamethazine,False,CC1=CC(C)=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=N1
Sulfamethizole,False,CC1=NN=C(NS(=O)(=O)C2=CC=C(N)C=C2)S1
Sulfamethoxazole,False,CC1=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NO1
Sulfametopyrazine,False,COC1=NC=CN=C1NS(=O)(=O)C1=CC=C(N)C=C1
Sulfamoxole,False,CC1=C(C)N=C(NS(=O)(=O)C2=CC=C(N)C=C2)O1
Sulfanilamide,False,NC1=CC=C(C=C1)S(N)(=O)=O
Sulfaphenazole,False,NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=NN1C1=CC=CC=C1
Sulfapyridine,False,NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=CC=N1
Sulfasalazine,False,OC(=O)C1=CC(=CC=C1O)\N=N\C1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=C1
Sulfathiazole,False,NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CS1
Sulfinpyrazone,False,O=C1C(CCS(=O)C2=CC=CC=C2)C(=O)N(N1C1=CC=CC=C1)C1=CC=CC=C1
Sulfisoxazole,False,CC1=NOC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1C
Sulfoxone,False,OS(=O)CNC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(NCS(O)=O)C=C1
Sulindac,True,CC1=C(CC(O)=O)C2=CC(F)=CC=C2\C1=C/C1=CC=C(C=C1)S(C)=O
Sulpiride,False,CCN1CCCC1CNC(=O)C1=C(OC)C=CC(=C1)S(N)(=O)=O
Sumatriptan,True,CNS(=O)(=O)CC1=CC2=C(NC=C2CCN(C)C)C=C1
Sunitinib,False,CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C
Suprofen,False,CC(C(O)=O)C1=CC=C(C=C1)C(=O)C1=CC=CS1
Suramin,False,CC1=C(NC(=O)C2=CC(NC(=O)NC3=CC=CC(=C3)C(=O)NC3=C(C)C=CC(=C3)C(=O)NC3=C4C(C=C(C=C4S(O)(=O)=O)S(O)(=O)=O)=C(C=C3)S(O)(=O)=O)=CC=C2)C=C(C=C1)C(=O)NC1=C2C(C=C(C=C2S(O)(=O)=O)S(O)(=O)=O)=C(C=C1)S(O)(=O)=O
Tacrine,False,NC1=C2CCCCC2=NC2=CC=CC=C12
Tacrolimus,False,CO[C@@H]1C[C@@H](CC[C@H]1O)\C=C(/C)[C@H]1OC(=O)[C@@H]2CCCCN2C(=O)C(=O)[C@]2(O)O[C@@H]([C@H](C[C@H]2C)OC)[C@H](C[C@@H](C)C\C(C)=C\[C@@H](CC=C)C(=O)C[C@H](O)[C@H]1C)OC
Tadalafil,False,[H][C@]12CC3=C(NC4=CC=CC=C34)[C@H](N1C(=O)CN(C)C2=O)C1=CC2=C(OCO2)C=C1
Tafluprost,False,CC(C)OC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\C(F)(F)COC1=CC=CC=C1
Talbutal,False,CCC(C)C1(CC=C)C(=O)NC(=O)NC1=O
Tamibarotene,False,CC1(C)CCC(C)(C)C2=C1C=CC(NC(=O)C1=CC=C(C=C1)C(O)=O)=C2
Tamoxifen,False,CC\C(=C(/C1=CC=CC=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1
Tamsulosin,False,CCOC1=CC=CC=C1OCCN[C@H](C)CC1=CC(=C(OC)C=C1)S(N)(=O)=O
Tapentadol,True,CC[C@H]([C@@H](C)CN(C)C)C1=CC(O)=CC=C1
Tasosartan,False,CC1=NC(C)=C2CCC(=O)N(CC3=CC=C(C=C3)C3=CC=CC=C3C3=NNN=N3)C2=N1
Tauroursodeoxycholic acid,False,[H][C@@]12CCC(C(C)CCC(=O)NCCS(O)(=O)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@@H](O)C[C@]2([H])C[C@H](O)CC[C@]12C
Tazarotene,False,CCOC(=O)C1=CN=C(C=C1)C#CC1=CC2=C(SCCC2(C)C)C=C1
Tazobactam,False,[H][C@@]12CC(=O)N1[C@@H](C(O)=O)[C@](C)(CN1C=CN=N1)S2(=O)=O
Telaprevir,False,[H][C@@]12CCC[C@]1([H])[C@H](N(C2)C(=O)[C@@H](NC(=O)[C@@H](NC(=O)C1=NC=CN=C1)C1CCCCC1)C(C)(C)C)C(=O)N[C@@H](CCC)C(=O)C(=O)NC1CC1
Telavancin,False,Cl.CCCCCCCCCCNCCN[C@@]1(C)C[C@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2OC2=C3OC4=CC=C(C=C4Cl)[C@@H](O)[C@@H](NC(=O)[C@@H](CC(C)C)NC)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H]4C(C=C2OC2=CC=C(C=C2Cl)[C@@H](O)[C@@H]2NC(=O)[C@H](NC4=O)C4=CC=C(O)C(=C4)C4=C(C=C(O)C(CNCP(O)(O)=O)=C4O)[C@H](NC2=O)C(O)=O)=C3)O[C@@H](C)[C@H]1O
Telbivudine,False,CC1=CN([C@@H]2C[C@@H](O)[C@H](CO)O2)C(=O)NC1=O
Telithromycin,False,CC[C@@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCCN3C=NC(=C3)C3=CC=CN=C3)C(=O)O[C@@]12C)OC
Telmisartan,False,CCCC1=NC2=C(C=C(C=C2C)C2=NC3=CC=CC=C3N2C)N1CC1=CC=C(C=C1)C1=CC=CC=C1C(O)=O
Temazepam,True,CN1C2=C(C=C(Cl)C=C2)C(=NC(O)C1=O)C1=CC=CC=C1
Temozolomide,False,CN1N=NC2=C(N=CN2C1=O)C(N)=O
Temsirolimus,False,OCC(C)(CO)C(=O)O[C@@H]1CC[C@@H](C[C@@H](C)[C@]2([H])CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@@H](OC)C[C@]3([H])CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@H]3C(=O)O2)C[C@H]1OC
Teniposide,False,[H][C@]12COC(=O)[C@]1([H])[C@H](C1=CC(OC)=C(O)C(OC)=C1)C1=CC3=C(OCO3)C=C1[C@H]2O[C@@H]1O[C@]2([H])COC(O[C@@]2([H])[C@H](O)[C@H]1O)C1=CC=CS1
Tenofovir,False,C[C@H](CN1C=NC2=C1N=CN=C2N)OCP(O)(O)=O
Tenoxicam,False,CN1\C(=C(/O)NC2=CC=CC=N2)C(=O)C2=C(C=CS2)S1(=O)=O
Terazosin,False,COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1CCCO1
Terbinafine,False,CN(C\C=C\C#CC(C)(C)C)CC1=CC=CC2=CC=CC=C12
Terbutaline,False,CC(C)(C)NCC(O)C1=CC(O)=CC(O)=C1
Terconazole,False,CC(C)N1CCN(CC1)C1=CC=C(OC[C@H]2CO[C@@](CN3C=NC=N3)(O2)C2=C(Cl)C=C(Cl)C=C2)C=C1
Terfenadine,False,CC(C)(C)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1
Terlipressin,False,NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSC[C@H](NC(=O)CNC(=O)CNC(=O)CN)C(=O)N[C@@H](CC2=CC=C(O)C=C2)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O
Testolactone,False,[H][C@@]12CCC3=CC(=O)C=C[C@]3(C)[C@@]1([H])CC[C@]1(C)OC(=O)CC[C@@]21[H]
Testosterone,False,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C
Testosterone Propionate,False,[H][C@@]12CC[C@H](OC(=O)CC)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C
Tetrabenazine,True,COC1=C(OC)C=C2C3CC(=O)C(CC(C)C)CN3CCC2=C1
Tetracycline,False,[H][C@@]12C[C@@]3([H])C(=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@H]2N(C)C)C(=O)C1=C(O)C=CC=C1[C@@]3(C)O
Tetrahydrobiopterin,False,CC(O)C(O)C1CNC2=C(N1)C(=O)N=C(N)N2
Tetrahydrofolic acid,False,NC1=NC(=O)C2=C(NCC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N2)N1
Thalidomide,False,O=C1N(C2CCC(=O)NC2=O)C(=O)C2=CC=CC=C12
Theobromine,False,CN1C=NC2=C1C(=O)NC(=O)N2C
Theophylline,False,CN1C2=C(NC=N2)C(=O)N(C)C1=O
Thiabendazole,False,N1C2=CC=CC=C2N=C1C1=CSC=N1
Thiamine,False,CC1=C(CCO)SC=[N+]1CC1=CN=C(C)N=C1N
Thiamylal,False,CCCC(C)C1(CC=C)C(=O)NC(=S)NC1=O
Thiethylperazine,False,CCSC1=CC2=C(SC3=CC=CC=C3N2CCCN2CCN(C)CC2)C=C1
Thioguanine,False,NC1=NC(=S)C2=C(N1)N=CN2
Thiopental,False,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O
Thioproperazine,False,CN(C)S(=O)(=O)C1=CC2=C(SC3=CC=CC=C3N2CCCN2CCN(C)CC2)C=C1
Thioridazine,True,CSC1=CC2=C(SC3=CC=CC=C3N2CCC2CCCCN2C)C=C1
Thiotepa,False,S=P(N1CC1)(N1CC1)N1CC1
Thiothixene,True,CN(C)S(=O)(=O)C1=CC2=C(SC3=CC=CC=C3\C2=C\CCN2CCN(C)CC2)C=C1
Tiagabine,True,CC1=C(SC=C1)C(=CCCN1CCC[C@H](C1)C(O)=O)C1=C(C)C=CS1
Tiaprofenic acid,False,CC(C(O)=O)C1=CC=C(S1)C(=O)C1=CC=CC=C1
Ticagrelor,False,CCCSC1=NC2=C(N=NN2[C@@H]2C[C@H](OCCO)[C@@H](O)[C@H]2O)C(N[C@@H]2C[C@H]2C2=CC(F)=C(F)C=C2)=N1
Ticarcillin,False,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](C(O)=O)C1=CSC=C1)C(O)=O
Ticlopidine,False,ClC1=CC=CC=C1CN1CCC2=C(C1)C=CS2
Tigecycline,False,[H][C@@]12CC3=C(C=C(NC(=O)CNC(C)(C)C)C(O)=C3C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])C2)N(C)C
Tiludronate,False,OP(O)(=O)C(SC1=CC=C(Cl)C=C1)P(O)(O)=O
Timolol,False,CC(C)(C)NCC(O)COC1=NSN=C1N1CCOCC1
Tinidazole,False,CCS(=O)(=O)CCN1C(C)=NC=C1[N+]([O-])=O
Tioconazole,False,ClC1=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=CS1
Tiotropium,False,C[N+]1(C)[C@H]2CC(C[C@@H]1[C@@H]1O[C@H]21)OC(=O)C(O)(C1=CC=CS1)C1=CC=CS1
Tipranavir,False,CCC[C@@]1(CCC2=CC=CC=C2)CC(=O)C([C@H](CC)C2=CC(NS(=O)(=O)C3=NC=C(C=C3)C(F)(F)F)=CC=C2)=C(O)O1
Tirofiban,False,CCCCS(=O)(=O)N[C@@H](CC1=CC=C(OCCCCC2CCNCC2)C=C1)C(O)=O
Tizanidine,True,ClC1=C(NC2=NCCN2)C2=NSN=C2C=C1
Tobramycin,False,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O
Tocainide,False,CC(N)C(=O)NC1=C(C)C=CC=C1C
Tofisopam,False,CCC1C2=CC(OC)=C(OC)C=C2C(=NN=C1C)C1=CC(OC)=C(OC)C=C1
Tolazamide,False,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CCCCCC1
Tolazoline,False,C(C1=NCCN1)C1=CC=CC=C1
Tolbutamide,False,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C)C=C1
Tolcapone,True,CC1=CC=C(C=C1)C(=O)C1=CC(=C(O)C(O)=C1)[N+]([O-])=O
Tolmetin,True,CN1C(CC(O)=O)=CC=C1C(=O)C1=CC=C(C)C=C1
Tolnaftate,False,CN(C(=S)OC1=CC2=CC=CC=C2C=C1)C1=CC=CC(C)=C1
Tolterodine,True,CC(C)N(CC[C@H](C1=CC=CC=C1)C1=C(O)C=CC(C)=C1)C(C)C
Tolvaptan,False,CC1=CC=CC=C1C(=O)NC1=CC(C)=C(C=C1)C(=O)N1CCC[C@@H](O)C2=C1C=CC(Cl)=C2
Topiramate,True,[H][C@@]12CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@]3([H])[C@]1([H])OC(C)(C)O2
Topotecan,False,CC[C@@]1(O)C(=O)OCC2=C1C=C1N(CC3=CC4=C(C=CC(O)=C4CN(C)C)N=C13)C2=O
Torasemide,False,CC(C)NC(=O)NS(=O)(=O)C1=C(NC2=CC=CC(C)=C2)C=CN=C1
Toremifene,False,CN(C)CCOC1=CC=C(C=C1)C(=C(\CCCl)C1=CC=CC=C1)\C1=CC=CC=C1
Trabectedin,False,[H][C@@]12CC3=C(C(O)=C(OC)C(C)=C3)[C@@]([H])(N1C)[C@@]1([H])N([C@H]2O)[C@@]2([H])COC(=O)[C@]3(CS[C@]1([H])C1=C(OC(C)=O)C(C)=C4OCOC4=C21)NCCC1=CC(O)=C(OC)C=C31
Tramadol,True,COC1=CC=CC(=C1)[C@@]1(O)CCCC[C@@H]1CN(C)C
Trametinib,False,CN1C(=O)C(C)=C2N(C(=O)N(C3CC3)C(=O)C2=C1NC1=CC=C(I)C=C1F)C1=CC(NC(C)=O)=CC=C1
Trandolapril,False,[H][C@@]12C[C@H](N(C(=O)[C@H](C)N[C@@H](CCC3=CC=CC=C3)C(=O)OCC)[C@@]1([H])CCCC2)C(O)=O
Tranexamic Acid,False,NC[C@H]1CC[C@@H](CC1)C(O)=O
Tranylcypromine,True,N[C@@H]1CC1C1=CC=CC=C1
